# produced by /home/zzhang65/tools/perllib/bin/cub_seq.pl -s Bdis.cds_primaryTrancsriptOnly.fa.filtered -t codon_tai.tsv -c codon_cai_top300.tsv -f optimal_codons.tsv -e enc -l -o seq_cub.tsv
#seq_id	enc	tai	cai	fop
Bradi2g09890	57.0725884	0.5037906	0.5091304	0.5793103
Bradi2g19670	49.5238202	0.4536971	0.3680088	0.4800000
Bradi2g53590	40.5233941	0.5438473	0.6493433	0.6712329
Bradi2g09720	54.4520560	0.4768484	0.4089871	0.5500000
Bradi2g49057	41.6836395	0.5325454	0.6784001	0.6367615
Bradi2g10337	57.9617231	0.4810725	0.4451703	0.5274725
Bradi2g15920	35.2318935	0.5181608	0.7718197	0.6257669
Bradi2g52370	41.8071441	0.5200227	0.6728426	0.6313559
Bradi2g09030	56.3880874	0.4775092	0.4332968	0.5188679
Bradi2g51910	48.5608036	0.5120875	0.5849015	0.4859813
Bradi2g02380	35.2628947	0.5558149	0.7963813	0.6785714
Bradi2g58091	33.0666747	0.5400975	0.7862484	0.5705882
Bradi2g02950	55.1923885	0.4724870	0.4231982	0.4788732
Bradi2g16261	55.8853259	0.4754296	0.4484062	0.4637681
Bradi2g21240	33.2460173	0.5191703	0.7358579	0.5369775
Bradi2g22200	56.3569395	0.4924448	0.4983794	0.5673759
Bradi2g19530	55.0447831	0.4794852	0.3992476	0.5300000
Bradi2g19420	33.0692446	0.5140528	0.7219011	0.5864662
Bradi2g52560	52.7524190	0.4893233	0.4170170	0.5029940
Bradi2g45740	48.8406644	0.5129047	0.5665979	0.5847953
Bradi2g60510	57.4955327	0.4906896	0.4160118	0.4972222
Bradi2g59630	35.1433865	0.5311685	0.7371182	0.5981735
Bradi2g05373	44.0627289	0.4903339	0.5484381	0.6009615
Bradi2g05595	62	0.4607078	0.4166258	0.4484848
Bradi2g03624	47.6666667	0.3926971	0.2710620	0.3255814
Bradi2g19935	42.7931973	0.5061168	0.6379959	0.5810526
Bradi2g61180	53.7937982	0.4973923	0.4543131	0.5936255
Bradi2g09900	50.0974341	0.5065543	0.5758040	0.5862069
Bradi2g14665	62	0.5124630	0.4523687	0.5277778
Bradi2g40651	54.0680412	0.4339350	0.3108462	0.4406780
Bradi2g40960	52.7011347	0.4880295	0.4095577	0.5793358
Bradi2g30220	44.5330368	0.4733885	0.6009092	0.5275591
Bradi2g55060	40.5774861	0.5176394	0.6845139	0.6578947
Bradi2g02426	57.8003408	0.4823223	0.4605431	0.5330579
Bradi2g02863	58.1653630	0.5182708	0.5118132	0.5981308
Bradi2g30500	53.6655856	0.5240045	0.5462493	0.5809524
Bradi2g60170	55.5519240	0.4774551	0.4538268	0.5275362
Bradi2g35187	55.0157462	0.4703614	0.3815667	0.4944290
Bradi2g08650	57.6790770	0.4556424	0.3615890	0.5301205
Bradi2g35184	62	0.4826085	0.4130168	0.5000000
Bradi2g46197	40.7364861	0.5419921	0.6823249	0.6565350
Bradi2g41093	39.3136367	0.5303391	0.7223076	0.5680934
Bradi2g34360	36.7237485	0.5284355	0.7181109	0.6172249
Bradi2g57260	61.1021363	0.4622302	0.3908567	0.5052632
Bradi2g59470	46.2112280	0.4881161	0.6040879	0.5392157
Bradi2g03873	52.8712959	0.4778656	0.5606490	0.4967949
Bradi2g09270	59.4381485	0.4903729	0.4050271	0.5465587
Bradi2g05167	58.0173872	0.4937755	0.4165817	0.5555556
Bradi2g54920	54.5765857	0.4763345	0.3543712	0.5315568
Bradi2g49540	55.8481321	0.4988144	0.4831312	0.5823817
Bradi2g07910	53.3683984	0.4815635	0.4684562	0.5071685
Bradi2g56034	49.5913978	0.3964777	0.3293856	0.3877551
Bradi2g34187	57.0142129	0.4647843	0.3912473	0.4939597
Bradi2g15790	57.2722123	0.4961999	0.4832813	0.5793226
Bradi2g58640	62	0.4866254	0.4458041	0.5099338
Bradi2g50230	39.2152969	0.5586381	0.7242160	0.6331361
Bradi2g41690	54.3002606	0.4554453	0.3328478	0.4952298
Bradi2g21470	29.3788108	0.5882813	0.8332001	0.7006803
Bradi2g20375	53.7136785	0.4965280	0.5775841	0.5526316
Bradi2g20720	47.8799335	0.5044840	0.6022374	0.5819936
Bradi2g21095	58.2364358	0.4376890	0.3861949	0.4268293
Bradi2g58806	49.1464044	0.5102255	0.5482073	0.5654952
Bradi2g48330	53.1069613	0.4963840	0.5134943	0.5390335
Bradi2g12820	55.7740437	0.4691126	0.4681685	0.4918033
Bradi2g17420	50.0522933	0.5189518	0.5746198	0.6224490
Bradi2g21270	55.1265967	0.4804328	0.3719063	0.5115920
Bradi2g07297	54.8194666	0.4751860	0.4011390	0.5253054
Bradi2g59937	56.9473096	0.4664568	0.3869285	0.5150977
Bradi2g57470	46.0494176	0.5138644	0.6064116	0.5936842
Bradi2g24410	50.1714207	0.5061856	0.5874491	0.5855263
Bradi2g35440	41.6398575	0.5398757	0.7047298	0.6719368
Bradi2g06040	54.9852105	0.4777296	0.3942208	0.5067568
Bradi2g50192	47.9961988	0.5156521	0.5981923	0.5424528
Bradi2g13280	42.5954238	0.4923974	0.6247577	0.5429553
Bradi2g60760	37.1671924	0.5481469	0.7551643	0.6576577
Bradi2g52240	38.1706798	0.5171301	0.6886852	0.5718654
Bradi2g50270	37.3736360	0.5232970	0.7971825	0.7402597
Bradi2g40052	56.4637716	0.4777389	0.3904414	0.5239163
Bradi2g30465	62	0.4423969	0.3340361	0.3934426
Bradi2g10117	55.9843566	0.4817036	0.4628382	0.5387454
Bradi2g55120	56.1842834	0.4984629	0.4172375	0.5657071
Bradi2g59400	45.3695397	0.5237387	0.6117543	0.6342711
Bradi2g46450	36.8928847	0.4955140	0.7390893	0.5397490
Bradi2g59310	31.7941092	0.5253014	0.7930227	0.5847826
Bradi2g54475	34.4807427	0.4763873	0.6944256	0.5083799
Bradi2g47457	56.5701242	0.4764229	0.3975399	0.5171386
Bradi2g45980	53.6857662	0.4720637	0.4552631	0.4666667
Bradi2g15480	55.6694118	0.4663865	0.3958368	0.4957507
Bradi2g48530	51.0437395	0.4976712	0.5666683	0.5773525
Bradi2g47700	32.8310225	0.5786338	0.7687606	0.7297297
Bradi2g06416	56.8838031	0.4638271	0.5738673	0.5104167
Bradi2g08627	41.9295316	0.5231320	0.5396034	0.5446809
Bradi2g47337	52.3398826	0.4577712	0.3354133	0.4933333
Bradi2g49960	33.5363825	0.5629322	0.8089152	0.6567164
Bradi2g45150	49.0054233	0.4897448	0.5869395	0.5781544
Bradi2g15983	54.6857602	0.5032400	0.5130576	0.5866667
Bradi2g08070	55.7068693	0.4881914	0.4846507	0.5705263
Bradi2g03467	42.4464681	0.5073363	0.6778237	0.5509554
Bradi2g03175	53.0553070	0.4460401	0.4971710	0.3727273
Bradi2g58480	56.6584664	0.4567598	0.3604843	0.4704097
Bradi2g08500	58.0677790	0.4731510	0.3843134	0.5172414
Bradi2g11944	62	0.4497671	0.4260905	0.4255319
Bradi2g05670	58.2523041	0.4773756	0.3794986	0.5078652
Bradi2g20141	50.3590734	0.5039148	0.5668015	0.5797546
Bradi2g31820	43.6912118	0.5445304	0.6569231	0.6336207
Bradi2g04410	42.9073441	0.4903025	0.6633020	0.5486726
Bradi2g51272	41.5275134	0.5089074	0.6417114	0.6016598
Bradi2g45370	31.6493436	0.5288528	0.8109992	0.6161826
Bradi2g23680	49.6316277	0.5108410	0.5687789	0.6047904
Bradi2g16670	56.0199986	0.5036000	0.5112230	0.5401786
Bradi2g54230	51.7245284	0.4719208	0.3547413	0.5200000
Bradi2g12037	58.5855622	0.4755037	0.4513449	0.5315615
Bradi2g41550	34.8350323	0.5292425	0.7671748	0.6304802
Bradi2g49920	33.9328542	0.4993421	0.7543473	0.5351090
Bradi2g26600	57.2153553	0.4723872	0.3820980	0.5048232
Bradi2g01740	37.4477339	0.5393918	0.7351211	0.6353591
Bradi2g43810	34.1582461	0.5183958	0.7573580	0.5898520
Bradi2g36470	54.2499030	0.4545408	0.3413901	0.4697248
Bradi2g55827	36.1682827	0.5287899	0.7221616	0.6213992
Bradi2g32220	55.4624000	0.5002020	0.4670388	0.5486111
Bradi2g19188	36.9329233	0.5220142	0.6492172	0.6027397
Bradi2g21217	53.3280186	0.4868845	0.3554875	0.5418814
Bradi2g62710	33.6295488	0.5323789	0.7839175	0.6151685
Bradi2g23641	46.6068890	0.4805870	0.6468285	0.5071429
Bradi2g31900	33.0637854	0.5736884	0.8032209	0.6941176
Bradi2g27340	62	0.4810435	0.3914260	0.5137615
Bradi2g53070	39.5795764	0.5244480	0.7017493	0.5923913
Bradi2g58710	43.7215809	0.5000826	0.5967504	0.5745614
Bradi2g13856	62	0.4439849	0.3353639	0.4238411
Bradi2g25745	56.7113706	0.4970700	0.4432564	0.5575221
Bradi2g37120	35.0689776	0.5374939	0.7452520	0.6517056
Bradi2g06560	43.3273177	0.5524127	0.6127137	0.6834532
Bradi2g21150	52.7551517	0.4826991	0.4781918	0.5089286
Bradi2g24952	53.4439287	0.5270677	0.6602192	0.6805556
Bradi2g01791	47.3616897	0.5103321	0.6324731	0.5666667
Bradi2g09370	54.9903250	0.4579128	0.3478437	0.5034642
Bradi2g04003	47.5059960	0.4416978	0.3264505	0.4347826
Bradi2g37950	34.0070891	0.5333904	0.8168621	0.6268116
Bradi2g62030	50.9227598	0.4954449	0.5662158	0.5559503
Bradi2g04290	33.4886362	0.5340998	0.7968821	0.6162047
Bradi2g40813	55.7268658	0.4673275	0.3679289	0.4855769
Bradi2g05500	35.3909699	0.5089012	0.7413246	0.6007752
Bradi2g37047	37.4668960	0.5363474	0.7230203	0.6482558
Bradi2g03340	52.0392725	0.5044451	0.5010782	0.5747126
Bradi2g49500	32.1979443	0.5343775	0.7843630	0.6543536
Bradi2g40970	40.6891496	0.5425678	0.7791613	0.5952381
Bradi2g54060	35.8636165	0.5334971	0.7601626	0.6292135
Bradi2g60705	51.3957741	0.5390737	0.7168642	0.6229508
Bradi2g50980	57.2146688	0.4739957	0.3954193	0.4828974
Bradi2g16700	41.3519122	0.5103689	0.6631128	0.5650888
Bradi2g36787	61.7857143	0.4570124	0.4060865	0.3384615
Bradi2g33165	40.3824114	0.5043553	0.6686067	0.5479452
Bradi2g40475	53.1685820	0.4737905	0.4719891	0.5102041
Bradi2g12520	56.7665043	0.4851156	0.3851049	0.5781818
Bradi2g12010	57.1584055	0.4849451	0.4278841	0.5339943
Bradi2g24750	53.3273552	0.4852592	0.5125872	0.5222772
Bradi2g05030	53.8058692	0.4652723	0.3620003	0.5092470
Bradi2g58742	59.8512002	0.4524321	0.3571811	0.4715909
Bradi2g34290	33.4907323	0.5553432	0.7978431	0.6632783
Bradi2g04006	45.6730202	0.4361498	0.3052827	0.3919753
Bradi2g28087	57.2941439	0.4556108	0.4329740	0.4905660
Bradi2g15340	35.0010771	0.5116292	0.7410171	0.5837004
Bradi2g43410	35.8625210	0.5410416	0.7282121	0.6491228
Bradi2g51280	54.0210006	0.4896633	0.3787430	0.5743671
Bradi2g46240	59.8230199	0.5028762	0.4930860	0.5294118
Bradi2g47590	38.3007043	0.5572138	0.7239987	0.6532847
Bradi2g55892	42.8010804	0.5532133	0.6736393	0.6457399
Bradi2g57608	47.6887809	0.5033345	0.5385904	0.5223881
Bradi2g31120	45.8297432	0.4844116	0.3828723	0.5333333
Bradi2g55497	56.8797356	0.4565451	0.4251746	0.5184426
Bradi2g17140	53.9475814	0.4391024	0.2897685	0.4128631
Bradi2g14545	53.5374401	0.5028899	0.5280498	0.5240385
Bradi2g56160	55.9600850	0.4762437	0.3864313	0.5287818
Bradi2g51734	59.1832061	0.4714507	0.4528315	0.5208333
Bradi2g10656	47.0675921	0.4872099	0.6197341	0.5306859
Bradi2g57837	54.8977444	0.4884439	0.4205372	0.5348189
Bradi2g60920	31.6762494	0.5241374	0.7986820	0.6147860
Bradi2g57910	54.5335895	0.4684647	0.3541959	0.5140741
Bradi2g41520	55.4638139	0.4843486	0.5259325	0.5248227
Bradi2g61540	41.1342186	0.5306986	0.7111109	0.6464646
Bradi2g51684	44.5935168	0.5206676	0.7488138	0.7187500
Bradi2g43080	62	0.4761713	0.3686290	0.5166667
Bradi2g54020	34.1326904	0.5054280	0.6668739	0.5555556
Bradi2g21160	40.6479625	0.5286386	0.6994740	0.5697674
Bradi2g46850	53.1639886	0.4470857	0.3282624	0.4245810
Bradi2g56950	39.2883357	0.5062146	0.6986280	0.5534884
Bradi2g59537	59.3229037	0.4907871	0.3964027	0.5503212
Bradi2g10900	36.3338171	0.5147820	0.7216688	0.5516484
Bradi2g38610	53.0164403	0.5048770	0.5245903	0.5714286
Bradi2g36400	49.2294263	0.5176046	0.6118299	0.6214689
Bradi2g39230	58.2169779	0.4737161	0.4154118	0.5447154
Bradi2g00817	53.1021696	0.5120777	0.5242763	0.5888889
Bradi2g58730	50.1066084	0.4843263	0.5584653	0.5245580
Bradi2g21420	53.4762601	0.5002275	0.4888183	0.6000000
Bradi2g59615	51.3408005	0.4878323	0.4655544	0.5063291
Bradi2g40911	62	0.4579694	0.3826225	0.4755556
Bradi2g07260	55.0763215	0.5076762	0.5067923	0.5774648
Bradi2g39160	58.8699358	0.4797260	0.4328556	0.5454545
Bradi2g25240	59.0564180	0.4432724	0.3266530	0.4043478
Bradi2g01800	45.1412328	0.5238967	0.5823307	0.6589744
Bradi2g48740	41.8198623	0.5136237	0.6564495	0.5934211
Bradi2g13833	47.3803131	0.4606283	0.3294110	0.4420804
Bradi2g35600	39.7734112	0.5429666	0.7004408	0.6984127
Bradi2g49080	42.5977302	0.5260056	0.6736088	0.6439232
Bradi2g36985	44.8450403	0.4524480	0.3709373	0.3970588
Bradi2g48950	62	0.4918282	0.4748850	0.5157233
Bradi2g44250	49.8516074	0.5001674	0.4702300	0.5000000
Bradi2g25120	56.5160911	0.5164892	0.4906681	0.5793651
Bradi2g53277	52.5305432	0.4504910	0.3454356	0.4728507
Bradi2g11790	52.3831057	0.4575789	0.3564868	0.4882227
Bradi2g25881	47.7836685	0.4749540	0.5431814	0.4848485
Bradi2g37517	58.5666135	0.4598463	0.4028637	0.4517241
Bradi2g13141	48.7976963	0.4852041	0.5057604	0.5048544
Bradi2g24675	47.3499947	0.4874199	0.6503700	0.5000000
Bradi2g16020	34.9412020	0.5076477	0.6775691	0.5789474
Bradi2g30510	56.7190418	0.4864201	0.4203246	0.5555556
Bradi2g56387	60.0765420	0.4685676	0.4150253	0.5047438
Bradi2g36950	57.4970664	0.4675461	0.3895966	0.5310734
Bradi2g00915	31.7397883	0.5380618	0.7926244	0.6397849
Bradi2g17967	61.5250062	0.4559413	0.4658196	0.4571429
Bradi2g06260	51.7501930	0.4946475	0.4498831	0.5600739
Bradi2g18106	37.0379295	0.5570574	0.7631730	0.7031250
Bradi2g45140	52.8917542	0.4915539	0.4934362	0.5669421
Bradi2g38953	55.6767648	0.5018306	0.5233169	0.5777126
Bradi2g26165	59.5043046	0.4720725	0.3743744	0.4677419
Bradi2g07520	57.2011871	0.4806341	0.3883960	0.5086634
Bradi2g12370	38.5319598	0.5323200	0.7353475	0.6192771
Bradi2g08370	38.4724008	0.5157372	0.6921691	0.5739796
Bradi2g58530	35.8905316	0.5212019	0.7571261	0.6095238
Bradi2g59320	37.2455667	0.5168740	0.7099991	0.6057348
Bradi2g58013	39.6714395	0.5038670	0.6302547	0.5338983
Bradi2g25310	55.6209330	0.4793670	0.4022144	0.5231388
Bradi2g59180	42.2901468	0.5145432	0.7277131	0.5689655
Bradi2g02270	45.3407411	0.5124452	0.6102889	0.5880829
Bradi2g41110	48.8496965	0.5053381	0.5602032	0.5248509
Bradi2g35656	50.0205190	0.4585224	0.3442413	0.4370861
Bradi2g41235	57.1238935	0.4495732	0.3410435	0.4666667
Bradi2g33050	44.4544276	0.5108954	0.6324823	0.5729167
Bradi2g06150	31.9459266	0.5135016	0.7391421	0.5683060
Bradi2g49567	50.0343588	0.4476293	0.3129028	0.4515120
Bradi2g21090	35.5534175	0.4973526	0.6840844	0.5284974
Bradi2g56676	47.1013668	0.4851662	0.4871238	0.5387324
Bradi2g05790	34.5368414	0.5327584	0.7678226	0.6339286
Bradi2g22220	40.1296496	0.4971991	0.6352918	0.5566751
Bradi2g36920	58.5381381	0.4675739	0.4120299	0.4778481
Bradi2g07390	57.2638515	0.4486123	0.3612161	0.4841499
Bradi2g04330	32.4534393	0.5152302	0.7757013	0.5687161
Bradi2g55070	33.2654279	0.5428243	0.7779722	0.6620370
Bradi2g40015	62	0.4359679	0.3684548	0.3392857
Bradi2g32705	58.4041340	0.4731060	0.4608585	0.5913978
Bradi2g59990	34.1327041	0.5275180	0.7620791	0.5831843
Bradi2g39880	54.7015532	0.4854164	0.4192802	0.5233333
Bradi2g34687	55.0402573	0.4905411	0.4576472	0.5377049
Bradi2g11075	62	0.4596638	0.4160254	0.4461538
Bradi2g21880	51.0541152	0.4327744	0.3135427	0.3772152
Bradi2g18000	59.2499624	0.4603264	0.3635034	0.5032258
Bradi2g37090	36.4380000	0.5544136	0.7359041	0.7013699
Bradi2g61520	57.5291416	0.4739948	0.3853192	0.4918239
Bradi2g23740	35.8215809	0.5234335	0.7342156	0.6336842
Bradi2g10580	46.2987602	0.5051776	0.6129427	0.5705024
Bradi2g59460	56.5765282	0.4627857	0.3884644	0.4798928
Bradi2g58130	55.8527202	0.4703662	0.3857329	0.4864078
Bradi2g42314	50.7958655	0.4283156	0.3238639	0.4503817
Bradi2g27170	54.1495542	0.4779841	0.4326302	0.5110220
Bradi2g01195	51.0078260	0.4973894	0.5277963	0.5586735
Bradi2g48670	34.3845658	0.5282577	0.7385249	0.5941176
Bradi2g49365	49.3754021	0.5072007	0.6013033	0.6450382
Bradi2g47360	55.3639906	0.4595032	0.3495329	0.4927653
Bradi2g23912	49.9818244	0.4625138	0.3444270	0.4670659
Bradi2g53510	34.6083056	0.5346266	0.7343319	0.6346154
Bradi2g42740	55.0113052	0.4764207	0.3678163	0.5000000
Bradi2g12290	54.8086947	0.4982574	0.3929125	0.5725490
Bradi2g48975	50.0238569	0.4706697	0.5770815	0.4683544
Bradi2g11295	35.0365303	0.5122834	0.7519777	0.6006098
Bradi2g22911	55.0406539	0.4857358	0.5118099	0.5485612
Bradi2g60800	55.0686450	0.4782435	0.4429869	0.5270758
Bradi2g41910	57.3849204	0.5071815	0.4369817	0.5676230
Bradi2g57850	51.8781141	0.5143103	0.4340736	0.5524862
Bradi2g33879	49.4596860	0.4915420	0.5325718	0.5616883
Bradi2g40552	54.2761078	0.4958439	0.4499310	0.5568966
Bradi2g42778	54.3340538	0.4964498	0.4888649	0.5109375
Bradi2g12671	54.4240445	0.4442218	0.3514358	0.4129353
Bradi2g31140	58.6882610	0.4748538	0.4454300	0.5165289
Bradi2g15700	58.5008229	0.4747293	0.4109361	0.4963504
Bradi2g01600	33.8310721	0.4991297	0.6744886	0.6231884
Bradi2g31690	40.1737142	0.5185705	0.6506856	0.5828221
Bradi2g25613	54.2509306	0.4926998	0.5530156	0.5362319
Bradi2g02526	57.4674046	0.4469106	0.4206368	0.3935484
Bradi2g15300	55.7378709	0.4847427	0.3971347	0.5177165
Bradi2g11090	54.6519235	0.4895796	0.4249899	0.5341463
Bradi2g31870	52.4003439	0.4919833	0.5290021	0.5301837
Bradi2g27885	58.2143246	0.4581947	0.4508191	0.4189189
Bradi2g54777	32.1465234	0.5150444	0.7945387	0.5629291
Bradi2g11830	57.3354449	0.4638599	0.3671828	0.5027809
Bradi2g32570	54.1172598	0.4616110	0.3283265	0.5000000
Bradi2g05730	60.8655112	0.4915412	0.4203669	0.4964789
Bradi2g24771	50.1670623	0.5060806	0.4440666	0.5608466
Bradi2g34130	36.0209514	0.5166814	0.7205196	0.6134454
Bradi2g04247	52.4029639	0.4774706	0.3728452	0.5531335
Bradi2g09102	47.7295523	0.5269037	0.5948612	0.6250000
Bradi2g09460	36.5998683	0.5287278	0.7402805	0.5727554
Bradi2g44550	37.5687642	0.5234635	0.7283031	0.6177370
Bradi2g03140	51.0029701	0.5103368	0.5282199	0.5541872
Bradi2g47415	62	0.4567313	0.3691306	0.4148936
Bradi2g56730	36.9453629	0.5644669	0.7224700	0.6609195
Bradi2g41696	38.8712193	0.5077498	0.6878306	0.5428157
Bradi2g09231	57.2201128	0.4969525	0.4844350	0.5558621
Bradi2g56190	57.7400631	0.4705210	0.3832260	0.4974811
Bradi2g32627	43.3188386	0.5421868	0.6578705	0.6506024
Bradi2g23270	34.2987839	0.4898860	0.7294145	0.5563380
Bradi2g38560	40.0061576	0.5129911	0.6134469	0.5927152
Bradi2g48690	40.4453014	0.5288850	0.6988693	0.5684211
Bradi2g34626	55.9028030	0.4631402	0.3602068	0.4921466
Bradi2g46070	52.9864909	0.4358125	0.3405383	0.4505929
Bradi2g24820	61.9515039	0.5210520	0.7579072	0.6022727
Bradi2g58693	45.7153477	0.5458178	0.6962965	0.6666667
Bradi2g07460	39.9536912	0.5196095	0.6768576	0.5954357
Bradi2g37377	38.7596891	0.5249147	0.6321904	0.5836735
Bradi2g42840	33.5172568	0.5340694	0.7894504	0.6044625
Bradi2g19810	51.7034654	0.5301456	0.4506737	0.5527950
Bradi2g07700	54.5997817	0.4687419	0.3912371	0.5377778
Bradi2g20360	57.8805688	0.4727234	0.3918481	0.5037037
Bradi2g04690	55.7171277	0.4704817	0.3806249	0.5078864
Bradi2g12090	56.8673054	0.4778474	0.4407326	0.5256870
Bradi2g16090	55.1092489	0.5021698	0.4866260	0.5825243
Bradi2g04880	57.9438992	0.4797609	0.5612009	0.4433962
Bradi2g33450	42.5985412	0.5375395	0.7019827	0.6438849
Bradi2g03290	52.2990752	0.4718691	0.3751379	0.4981366
Bradi2g42643	52.8719377	0.5105600	0.4952610	0.6153846
Bradi2g37010	34.7676353	0.5200461	0.7609532	0.6363636
Bradi2g37530	54.0372204	0.4867037	0.3779630	0.5565327
Bradi2g28390	56.0183864	0.5014067	0.5076673	0.5655738
Bradi2g40880	42.4465779	0.5279096	0.6525995	0.5930087
Bradi2g10727	34.4796239	0.5284519	0.7598392	0.6420455
Bradi2g57770	56.9239120	0.4556322	0.3589164	0.4929215
Bradi2g32225	51.4776065	0.4975261	0.4121602	0.5120275
Bradi2g01073	55.5661854	0.4751145	0.3951846	0.5485714
Bradi2g47860	62	0.5089250	0.4687592	0.5915493
Bradi2g47540	56.3698521	0.4801579	0.5508192	0.4955357
Bradi2g44035	42.5744135	0.5112767	0.6462751	0.5820433
Bradi2g35009	58.5732806	0.4830535	0.3927174	0.5319149
Bradi2g04723	51.0930804	0.4915969	0.4778338	0.5353846
Bradi2g57440	56.8533449	0.4900315	0.4611066	0.5630499
Bradi2g48620	54.9476865	0.4940081	0.4688614	0.5487106
Bradi2g34495	33.8910509	0.5280808	0.7814817	0.6170678
Bradi2g35730	52.3919396	0.4727208	0.3994647	0.5230203
Bradi2g23710	34.9760818	0.5597846	0.7876465	0.6562500
Bradi2g44240	57.0065515	0.4534518	0.3422197	0.4751491
Bradi2g62641	39.3402365	0.5297161	0.7171997	0.6379310
Bradi2g14340	52.3203486	0.4652346	0.3394127	0.5145291
Bradi2g48400	34.3688374	0.5178741	0.7676813	0.5775281
Bradi2g16060	59.5203057	0.4788804	0.4271347	0.5519481
Bradi2g00600	34.9950375	0.5555688	0.7677087	0.6862745
Bradi2g62566	30.6370899	0.5519220	0.8464567	0.6583333
Bradi2g07870	57.1599477	0.4846514	0.4077905	0.5221445
Bradi2g11942	60.1842953	0.4563798	0.4504619	0.4180328
Bradi2g52410	40.3381304	0.5159091	0.6554898	0.5706522
Bradi2g43880	56.1714774	0.4657681	0.3816229	0.4619125
Bradi2g00720	49.7119246	0.5141445	0.5337993	0.5808081
Bradi2g62280	57.9078069	0.4782354	0.5002240	0.5149254
Bradi2g40495	58.3065711	0.4289193	0.3169279	0.4392523
Bradi2g18980	48.4947697	0.5224897	0.5732826	0.6171429
Bradi2g52810	38.0828557	0.5247514	0.7235352	0.5852417
Bradi2g50150	38.4618142	0.5153374	0.6455399	0.6153846
Bradi2g34725	48.0154813	0.5263307	0.6134964	0.6357895
Bradi2g57317	54.1146618	0.5035950	0.4856240	0.5773956
Bradi2g35547	56.2778702	0.4581197	0.4388214	0.5161290
Bradi2g53450	50.0614951	0.4954108	0.5696636	0.5427215
Bradi2g04622	34.0328898	0.5425346	0.7702103	0.6465116
Bradi2g39150	58.1351892	0.4834536	0.4471413	0.5113636
Bradi2g38991	62	0.5202330	0.4869838	0.5833333
Bradi2g36674	44.1128681	0.4705974	0.6849208	0.5547445
Bradi2g54260	36.8351907	0.5234508	0.7205934	0.6000000
Bradi2g18840	55.5902280	0.4867182	0.4372602	0.5327869
Bradi2g16281	39.4905916	0.5353895	0.6417973	0.6666667
Bradi2g03820	57.5313845	0.4817987	0.3878911	0.4825581
Bradi2g17810	51.8735401	0.5025451	0.4233584	0.5462963
Bradi2g48111	56.7026974	0.4459514	0.3099374	0.4098361
Bradi2g12840	34.2038094	0.5276654	0.7710434	0.6488706
Bradi2g40441	56.5308836	0.4681128	0.3537012	0.4881933
Bradi2g47720	51.8809999	0.4789388	0.4323967	0.4914286
Bradi2g39547	58.0940466	0.4603147	0.3687582	0.4741488
Bradi2g12160	36.0661915	0.5685558	0.6991267	0.7350649
Bradi2g36430	56.2579663	0.4648583	0.3654430	0.5098039
Bradi2g02176	35.7440827	0.5018676	0.7256135	0.5681818
Bradi2g26560	33.7413322	0.5292718	0.7835074	0.6143885
Bradi2g53750	57.6355838	0.5502283	0.4960921	0.6515152
Bradi2g37275	54.1348888	0.4827156	0.4900415	0.5166667
Bradi2g22187	57.2724692	0.4803782	0.4443004	0.5156250
Bradi2g01710	56.2799351	0.5028653	0.5060517	0.5705882
Bradi2g11225	40.7883666	0.4859460	0.5975689	0.5620301
Bradi2g27740	50.1264222	0.5214480	0.5957894	0.6243386
Bradi2g59278	54.0681521	0.4707608	0.4048924	0.4651163
Bradi2g60680	30.4933712	0.5441704	0.7502763	0.6353591
Bradi2g08590	36.9260785	0.5065443	0.7080479	0.5742574
Bradi2g54540	28.6029125	0.5863942	0.8380265	0.7391304
Bradi2g28070	39.6559359	0.5154030	0.6702708	0.5724638
Bradi2g27150	60.3274176	0.4748165	0.4012168	0.5103734
Bradi2g17240	62	0.4740167	0.4363493	0.5238095
Bradi2g05585	62	0.4729919	0.4303540	0.5303030
Bradi2g13437	56.3366531	0.4971249	0.4664982	0.5483871
Bradi2g32970	52.8793155	0.4579082	0.3480974	0.4720497
Bradi2g00580	42.6461007	0.5246415	0.6378151	0.5937500
Bradi2g05980	40.2934556	0.5086795	0.6733883	0.5462185
Bradi2g15855	49.4212559	0.4986384	0.5471066	0.5903955
Bradi2g60532	57.3034269	0.4709718	0.4395492	0.4927302
Bradi2g53870	56.5197955	0.4856593	0.4374503	0.5450382
Bradi2g33260	33.3559984	0.5469437	0.7790980	0.6291391
Bradi2g00740	38.4207765	0.5301618	0.7496677	0.6213592
Bradi2g50056	51.2956035	0.4964333	0.5136007	0.5797101
Bradi2g04390	29.9274866	0.5728021	0.8240064	0.6772487
Bradi2g46770	32.8782975	0.5301466	0.7851044	0.6237288
Bradi2g60755	59.5166339	0.4640776	0.3686503	0.4859155
Bradi2g46625	48.7631540	0.4638830	0.5573651	0.4890511
Bradi2g57451	53.2390148	0.4911232	0.5517399	0.5785441
Bradi2g14210	48.8003827	0.5161452	0.5785451	0.5805085
Bradi2g43710	56.7958179	0.4682134	0.3863643	0.5090610
Bradi2g22770	58.7198856	0.4651592	0.4802614	0.5000000
Bradi2g13450	56.7192163	0.4844756	0.4139205	0.5375000
Bradi2g25200	56.9876837	0.4886881	0.3861258	0.5373832
Bradi2g31640	48.5903460	0.5045809	0.5256393	0.5654762
Bradi2g00623	52.3212340	0.5065239	0.5775510	0.5786802
